PIN	PropClass	Address	City	Zip	SaleDate	SaleAmt	TaxRate	ASL	ASFL	AI	ASB	ASFB	ASTotal	ASFTotal	Subdivision	FullBath	Style	HalfBath	LivingSqFt	CentralAir	BldgSqFt	Fireplace	YearBuilt	Porch	Basement	Attic	Garage	Lot	Block	Unit	Building	Area	Status
02-24-19-302-007-0000	RESIDENTIAL	41 E ADAMS ST	GODLEY	60407	09/01/1999	$16,000	6.1243 (2016)	8,940	0	0	14,723	0	23,663	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A
05-06-02-121-017-0000	RESIDENTIAL	1339 ADDLEMAN ST	JOLIET	60431	07/01/2015	$167,000	10.2841 (2016)	9,450	0	0	48,150	0	57,600	0	N/A	2	SPLIT LV+1	0	1792 Sq. Feet	YES	1792 Sq. Feet	NO	1989	NO	FULL, 648 Sq. Feet	NO	DETACHED, 484 Sq. Feet	344	N/A	N/A	N/A	N/A	N/A
05-06-02-121-018-0000	RESIDENTIAL	1401 ADDLEMAN ST	JOLIET	60431	09/01/2003	$151,000	10.2841 (2016)	9,450	0	0	45,900	0	55,350	0	N/A	1	1-STY	0	1196 Sq. Feet	YES	1196 Sq. Feet	YES	1990	NO	FULL	NO	DETACHED, 720 Sq. Feet	343	N/A	N/A	N/A	N/A	N/A
05-06-02-121-019-0000	RESIDENTIAL	1405 ADDLEMAN ST	JOLIET	60431	06/01/1996	$110,500	10.2841 (2016)	9,450	0	0	50,450	0	59,900	0	N/A	2	1-STY	0	1504 Sq. Feet	YES	1504 Sq. Feet	NO	1990	NO	FULL	NO	DETACHED, 624 Sq. Feet	342	N/A	N/A	N/A	N/A	N/A
05-06-02-121-024-0000	RESIDENTIAL	1409 ADDLEMAN ST	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,450	0	0	51,850	0	61,300	0	N/A	2	1-STY	0	1520 Sq. Feet	YES	1520 Sq. Feet	NO	1990	NO	FULL	NO	ATTACHED, 624 Sq. Feet	312	N/A	N/A	N/A	N/A	N/A
05-06-02-122-005-0000	RESIDENTIAL	1417 ADDLEMAN ST	JOLIET	60431	04/01/1999	$129,000	10.2841 (2016)	9,450	0	0	44,650	0	54,100	0	N/A	2	1-STY	0	1228 Sq. Feet	YES	1228 Sq. Feet	NO	1991	NO	FULL	NO	DETACHED, 484 Sq. Feet	311	N/A	N/A	N/A	N/A	N/A
05-06-02-201-001-0000	RESIDENTIAL	1516 ADDLEMAN ST	JOLIET	60431	08/01/2011	$204,810	9.2749 (2016)	9,100	0	0	42,100	0	51,200	0	N/A	1	1-STY	0	1566 Sq. Feet	NO	1566 Sq. Feet	YES	1976	NO	SLAB, 1566 Sq. Feet	NO	ATTACHED, 506 Sq. Feet	21	N/A	N/A	N/A	N/A	N/A
05-06-02-201-002-0000	RESIDENTIAL	1512 ADDLEMAN ST	JOLIET	60431	11/01/2004	$160,000	9.2749 (2016)	9,100	0	0	40,100	0	49,200	0	N/A	1	SPLIT LV+1	0	1680 Sq. Feet	YES	1680 Sq. Feet	NO	1976	NO	PRT SLAB, 1056 Sq. Feet	NO	DETACHED, 576 Sq. Feet	44	N/A	N/A	N/A	N/A	N/A
05-06-02-201-012-0000	RESIDENTIAL	1508 ADDLEMAN ST	JOLIET	60431	08/29/1989	$91,000	9.2749 (2016)	9,100	0	0	48,050	0	57,150	0	N/A	1	1-STY	0	1628 Sq. Feet	YES	1628 Sq. Feet	NO	1976	YES	SLAB, 1628 Sq. Feet	NO	ATTACHED, 529 Sq. Feet	43	N/A	N/A	N/A	N/A	N/A
05-06-02-202-001-0000	RESIDENTIAL	1504 ADDLEMAN ST	JOLIET	60431	N/A	N/A	9.2749 (2016)	9,100	0	0	49,000	0	58,100	0	N/A	1	SPLIT LV	0	2576 Sq. Feet	YES	2576 Sq. Feet	YES	1976	NO	FULL, 1288 Sq. Feet	NO	DETACHED, 528 Sq. Feet	92	N/A	N/A	N/A	N/A	N/A
05-06-02-202-011-0000	RESIDENTIAL	1424 ADDLEMAN ST	JOLIET	60431	05/06/1991	$88,000	9.2749 (2016)	9,100	0	0	38,700	0	47,800	0	N/A	1	1-STY	0	1232 Sq. Feet	YES	1232 Sq. Feet	YES	1976	NO	SLAB, 1232 Sq. Feet	NO	ATTACHED, 529 Sq. Feet	121	N/A	N/A	N/A	N/A	N/A
05-06-02-121-016-0000	RESIDENTIAL	1335 ADDLEMAN ST	JOLIET	60431	09/07/1990	$95,000	10.2841 (2016)	9,450	0	0	55,500	0	64,950	0	N/A	2	2-STY	1	1776 Sq. Feet	YES	1776 Sq. Feet	YES	1990	NO	FULL	NO	DETACHED, 576 Sq. Feet	345	N/A	N/A	N/A	N/A	N/A
05-06-02-204-011-0000	RESIDENTIAL	1406 ADDLEMAN ST	JOLIET	60431	10/21/1993	$107,000	8.8052 (2016)	9,100	0	0	47,600	0	56,700	0	N/A	1	SPLIT LV	0	2552 Sq. Feet	YES	2552 Sq. Feet	YES	1977	NO	FULL, 1276 Sq. Feet	NO	DETACHED, 400 Sq. Feet	195	N/A	N/A	N/A	N/A	N/A
05-06-02-211-001-0000	RESIDENTIAL	1271 ALBERT DOTTAVIO DR	JOLIET	60431	11/01/2014	$107,000	10.2841 (2016)	9,450	0	0	40,750	0	50,200	0	N/A	1	1-STY	0	1352 Sq. Feet	YES	1352 Sq. Feet	NO	1981	NO	SLAB, 1352 Sq. Feet	NO	DETACHED, 720 Sq. Feet	26	N/A	N/A	N/A	N/A	N/A
05-06-02-211-002-0000	RESIDENTIAL	1267 ALBERT DOTTAVIO DR	JOLIET	60431	05/01/2014	$140,000	10.2841 (2016)	9,450	0	0	39,300	0	48,750	0	N/A	1	1-STY	1	1196 Sq. Feet	YES	1196 Sq. Feet	NO	1983	NO	SLAB, 1196 Sq. Feet	NO	ATTACHED, 576 Sq. Feet	25	N/A	N/A	N/A	N/A	N/A
05-06-02-211-003-0000	RESIDENTIAL	1261 ALBERT DOTTAVIO DR	JOLIET	60431	10/01/2009	$161,000	10.2841 (2016)	9,450	0	0	40,650	0	50,100	0	N/A	2	1-STY	0	1288 Sq. Feet	YES	1288 Sq. Feet	NO	1978	NO	SLAB, 1288 Sq. Feet	NO	DETACHED, 576 Sq. Feet	24	N/A	N/A	N/A	N/A	N/A
05-06-02-211-005-0000	RESIDENTIAL	1249 ALBERT DOTTAVIO DR	JOLIET	60431	08/01/2003	$120,000	10.2841 (2016)	9,450	0	0	34,350	0	43,800	0	N/A	1	1-STY	0	1008 Sq. Feet	YES	1008 Sq. Feet	NO	1981	NO	SLAB, 1008 Sq. Feet	NO	DETACHED, 572 Sq. Feet	22	N/A	N/A	N/A	N/A	N/A
05-06-02-211-006-0000	RESIDENTIAL	1243 ALBERT DOTTAVIO DR	JOLIET	60431	05/01/2006	$182,500	10.2841 (2016)	9,450	0	0	39,800	0	49,250	0	N/A	1	1-STY	0	1296 Sq. Feet	YES	1296 Sq. Feet	YES	1982	NO	SLAB, 1296 Sq. Feet	NO	DETACHED, 484 Sq. Feet	21	N/A	N/A	N/A	N/A	N/A
05-06-02-211-007-0000	RESIDENTIAL	1237 ALBERT DOTTAVIO DR	JOLIET	60431	07/01/2016	$131,000	10.2841 (2016)	9,450	0	0	35,800	0	45,250	0	N/A	1	1-STY	0	1196 Sq. Feet	YES	1196 Sq. Feet	NO	1983	NO	SLAB, 1196 Sq. Feet	NO	DETACHED, 418 Sq. Feet	20	N/A	N/A	N/A	N/A	N/A
05-06-02-211-008-0000	RESIDENTIAL	1231 ALBERT DOTTAVIO DR	JOLIET	60431	11/01/2015	$133,000	10.2841 (2016)	9,450	0	0	34,900	0	44,350	0	N/A	1	1-STY	0	1103 Sq. Feet	YES	1103 Sq. Feet	NO	1978	NO	SLAB, 1103 Sq. Feet	NO	DETACHED, 440 Sq. Feet	19	N/A	N/A	N/A	N/A	N/A
05-06-02-211-009-0000	RESIDENTIAL	1225 ALBERT DOTTAVIO DR	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,450	0	0	45,350	0	54,800	0	N/A	1	SPLIT LV+1	0	1680 Sq. Feet	YES	1680 Sq. Feet	NO	1981	NO	PRT CRAWL, 1056 Sq. Feet	NO	DETACHED, 780 Sq. Feet	18	N/A	N/A	N/A	N/A	N/A
05-06-02-106-020-0000	RESIDENTIAL	1318 ADDLEMAN ST	JOLIET	60431	02/01/2003	$141,900	10.2841 (2016)	9,450	0	0	44,400	0	53,850	0	N/A	1	SPLIT LV+1	0	1792 Sq. Feet	YES	1792 Sq. Feet	NO	1989	NO	PRT CRAWL, 1144 Sq. Feet	NO	DETACHED, 440 Sq. Feet	652	N/A	N/A	N/A	N/A	N/A
05-06-02-211-010-0000	RESIDENTIAL	1219 ALBERT DOTTAVIO DR	JOLIET	60431	06/01/2008	$148,000	10.2841 (2016)	9,450	0	0	37,850	0	47,300	0	N/A	1	1-STY	0	1232 Sq. Feet	YES	1232 Sq. Feet	NO	1983	NO	SLAB, 1232 Sq. Feet	NO	ATTACHED, 529 Sq. Feet	17	N/A	N/A	N/A	N/A	N/A
05-06-02-211-004-0000	RESIDENTIAL	1255 ALBERT DOTTAVIO DR	JOLIET	60431	09/01/2005	$160,000	10.2841 (2016)	9,450	0	0	37,800	0	47,250	0	N/A	1	1-STY	0	1008 Sq. Feet	YES	1008 Sq. Feet	NO	1981	YES	SLAB, 1008 Sq. Feet	NO	DETACHED, 672 Sq. Feet	23	N/A	N/A	N/A	N/A	N/A
05-06-02-202-002-0000	RESIDENTIAL	1500 ADDLEMAN ST	JOLIET	60431	N/A	N/A	9.2749 (2016)	9,100	0	0	43,000	0	52,100	0	N/A	1	SPLIT LV	0	2288 Sq. Feet	YES	2288 Sq. Feet	NO	1976	NO	FULL, 1144 Sq. Feet	NO	DETACHED, 576 Sq. Feet	91	N/A	N/A	N/A	N/A	N/A
05-06-02-106-021-0000	RESIDENTIAL	1314 ADDLEMAN ST	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,450	0	0	46,100	0	55,550	0	N/A	1	SPLIT LV+1	0	1788 Sq. Feet	YES	1788 Sq. Feet	NO	1989	NO	PRT CRAWL, 1140 Sq. Feet	NO	DETACHED, 672 Sq. Feet	651	N/A	N/A	N/A	N/A	N/A
05-06-02-106-022-0000	RESIDENTIAL	1310 ADDLEMAN ST	JOLIET	60431	09/01/2016	$166,000	10.2841 (2016)	9,450	0	0	42,500	0	51,950	0	N/A	1	1-STY	0	1518 Sq. Feet	YES	1518 Sq. Feet	NO	1989	NO	SLAB, 1518 Sq. Feet	NO	DETACHED, 440 Sq. Feet	650	N/A	N/A	N/A	N/A	N/A
05-06-02-120-008-0000	RESIDENTIAL	1319 ADDLEMAN ST	JOLIET	60431	04/01/2001	$123,500	10.2841 (2016)	9,450	0	0	43,950	0	53,400	0	N/A	2	1-STY	0	1484 Sq. Feet	YES	1484 Sq. Feet	NO	1989	NO	SLAB, 1484 Sq. Feet	NO	DETACHED, 480 Sq. Feet	375	N/A	N/A	N/A	N/A	N/A
05-06-02-106-012-0000	RESIDENTIAL	1334 ADDLEMAN ST	JOLIET	60431	05/27/1993	$100,000	10.2841 (2016)	9,450	0	0	54,050	0	63,500	0	N/A	2	1-STY	0	2078 Sq. Feet	YES	2078 Sq. Feet	YES	1989	NO	PRT SLAB, 1484 Sq. Feet	NO	DETACHED, 440 Sq. Feet	660	N/A	N/A	N/A	N/A	N/A
05-06-02-211-011-0000	RESIDENTIAL	1213 ALBERT DOTTAVIO DR	JOLIET	60431	12/01/2013	$105,000	10.2841 (2016)	9,450	0	0	36,650	0	46,100	0	N/A	1	1-STY	0	1196 Sq. Feet	YES	1196 Sq. Feet	NO	1981	NO	SLAB, 1196 Sq. Feet	NO	DETACHED, 528 Sq. Feet	16	N/A	N/A	N/A	N/A	N/A
05-06-02-211-013-0000	RESIDENTIAL	1201 ALBERT DOTTAVIO DR	JOLIET	60431	06/25/1990	$94,500	10.2841 (2016)	9,450	0	0	42,150	0	51,600	0	N/A	1	SPLIT LV	0	1760 Sq. Feet	YES	1760 Sq. Feet	YES	1981	NO	FULL, 576 Sq. Feet	NO	NONE	14	N/A	N/A	N/A	N/A	N/A
05-06-02-212-011-0000	RESIDENTIAL	1200 ALBERT DOTTAVIO DR	JOLIET	60431	11/30/1992	$104,900	10.2841 (2016)	9,450	0	0	47,700	0	57,150	0	N/A	1	SPLIT LV	0	2368 Sq. Feet	YES	2368 Sq. Feet	YES	1981	NO	FULL, 1184 Sq. Feet	NO	DETACHED, 528 Sq. Feet	13	N/A	N/A	N/A	N/A	N/A
05-06-02-301-004-0000	RESIDENTIAL	907 ADDLEMAN ST	JOLIET	60431	06/01/2005	$187,000	10.2841 (2016)	13,350	0	0	43,600	0	56,950	0	N/A	2	1-STY	0	1239 Sq. Feet	YES	1239 Sq. Feet	NO	1996	NO	FULL	NO	ATTACHED, 624 Sq. Feet	24	N/A	N/A	N/A	N/A	N/A
05-06-02-301-008-0000	RESIDENTIAL	817 ADDLEMAN ST	JOLIET	60431	08/01/1995	$157,315	10.2841 (2016)	13,350	0	0	61,850	0	75,200	0	N/A	2	2-STY+1	1	2406 Sq. Feet	YES	2406 Sq. Feet	YES	1995	YES	PRT SLAB, 268 Sq. Feet	NO	ATTACHED, 462 Sq. Feet	18	N/A	N/A	N/A	N/A	N/A
05-06-02-301-009-0000	RESIDENTIAL	815 ADDLEMAN ST	JOLIET	60431	02/02/1995	$113,400	10.2841 (2016)	13,350	0	0	42,950	0	56,300	0	N/A	1	1.5-STY	1	1491 Sq. Feet	YES	1491 Sq. Feet	NO	1994	NO	FULL	NO	ATTACHED, 432 Sq. Feet	17	N/A	N/A	N/A	N/A	N/A
05-06-02-301-010-0000	RESIDENTIAL	813 ADDLEMAN ST	JOLIET	60431	08/01/1995	$147,588	10.2841 (2016)	13,350	0	0	61,150	0	74,500	0	N/A	2	2-STY+1	1	2046 Sq. Feet	YES	2046 Sq. Feet	YES	1995	YES	FULL	NO	ATTACHED, 528 Sq. Feet	16	N/A	N/A	N/A	N/A	N/A
05-06-02-301-011-0000	RESIDENTIAL	811 ADDLEMAN ST	JOLIET	60431	11/01/2012	$144,000	10.2841 (2016)	13,350	0	0	61,150	0	74,500	0	N/A	2	2-STY+1	1	2394 Sq. Feet	YES	2394 Sq. Feet	YES	1996	YES	PRT SLAB, 208 Sq. Feet	NO	ATTACHED, 462 Sq. Feet	15	N/A	N/A	N/A	N/A	N/A
05-06-02-301-018-0000	RESIDENTIAL	1003 ADDLEMAN ST	JOLIET	60431	03/01/1996	$128,056	10.2841 (2016)	13,350	0	0	53,850	0	67,200	0	N/A	1	2-STY	1	1952 Sq. Feet	YES	1952 Sq. Feet	YES	1996	YES	PRT SLAB, 396 Sq. Feet	NO	ATTACHED, 462 Sq. Feet	32	N/A	N/A	N/A	N/A	N/A
05-06-02-212-003-0000	RESIDENTIAL	1250 ALBERT DOTTAVIO DR	JOLIET	60431	04/01/2006	$194,000	10.2841 (2016)	9,450	0	0	40,300	0	49,750	0	N/A	1	SPLIT LV+1	0	1680 Sq. Feet	YES	1680 Sq. Feet	NO	1981	NO	PRT CRAWL, 1056 Sq. Feet	NO	DETACHED, 240 Sq. Feet	3	N/A	N/A	N/A	N/A	N/A
05-06-02-301-019-0000	RESIDENTIAL	1001 ADDLEMAN ST	JOLIET	60431	08/01/2009	$195,500	10.2841 (2016)	13,350	0	0	44,832	0	58,182	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	NO	1996	YES	FULL	NO	ATTACHED, 480 Sq. Feet	31	N/A	N/A	N/A	N/A	N/A
05-06-02-301-020-0000	RESIDENTIAL	919 ADDLEMAN ST	JOLIET	60431	10/01/1999	$138,000	10.2841 (2016)	13,350	0	0	43,950	0	57,300	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	NO	1996	YES	FULL	NO	ATTACHED, 480 Sq. Feet	30	N/A	N/A	N/A	N/A	N/A
05-06-02-301-021-0000	RESIDENTIAL	917 ADDLEMAN ST	JOLIET	60431	02/01/2007	$227,500	10.2841 (2016)	13,350	0	0	48,450	0	61,800	0	N/A	1	2-STY+1	1	1577 Sq. Feet	YES	1577 Sq. Feet	NO	1995	NO	PRT SLAB, 396 Sq. Feet	NO	ATTACHED, 484 Sq. Feet	29	N/A	N/A	N/A	N/A	N/A
05-06-02-301-022-0000	RESIDENTIAL	915 ADDLEMAN ST	JOLIET	60431	08/01/2005	$199,000	10.2841 (2016)	13,350	0	0	38,950	0	52,300	0	N/A	1	2-STY	1	1254 Sq. Feet	YES	1254 Sq. Feet	NO	1996	NO	FULL	NO	ATTACHED, 462 Sq. Feet	28	N/A	N/A	N/A	N/A	N/A
05-06-02-301-023-0000	RESIDENTIAL	913 ADDLEMAN ST	JOLIET	60431	04/01/2002	$148,000	10.2841 (2016)	13,350	0	0	46,362	0	59,712	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	YES	1996	YES	FULL	NO	ATTACHED, 480 Sq. Feet	27	N/A	N/A	N/A	N/A	N/A
05-06-02-301-007-0000	RESIDENTIAL	901 ADDLEMAN ST	JOLIET	60431	09/01/1996	$151,180	10.2841 (2016)	13,350	0	0	61,650	0	75,000	0	N/A	2	2-STY+1	1	2454 Sq. Feet	YES	2454 Sq. Feet	YES	1996	YES	PRT SLAB, 358 Sq. Feet	NO	ATTACHED, 462 Sq. Feet	19	N/A	N/A	N/A	N/A	N/A
05-06-02-301-024-0000	RESIDENTIAL	911 ADDLEMAN ST	JOLIET	60431	08/01/2016	$209,900	10.2841 (2016)	13,350	0	0	43,650	0	57,000	0	N/A	2	2-STY	1	1254 Sq. Feet	YES	1254 Sq. Feet	NO	1997	YES	FULL	NO	ATTACHED, 462 Sq. Feet	26	N/A	N/A	N/A	N/A	N/A
05-06-02-302-002-0000	RESIDENTIAL	803 ADDLEMAN ST	JOLIET	60431	N/A	N/A	10.2841 (2016)	13,350	0	0	37,400	0	50,750	0	N/A	1	2-STY	0	1300 Sq. Feet	YES	1300 Sq. Feet	NO	1993	NO	FULL	NO	ATTACHED, 400 Sq. Feet	2	N/A	N/A	N/A	N/A	N/A
05-06-02-302-003-0000	RESIDENTIAL	801 ADDLEMAN ST	JOLIET	60431	10/01/1995	$126,350	10.2841 (2016)	13,350	0	0	53,900	0	67,250	0	N/A	1	2-STY+1	1	1746 Sq. Feet	YES	1746 Sq. Feet	NO	1995	YES	PRT SLAB, 418 Sq. Feet	NO	ATTACHED, 528 Sq. Feet	1	N/A	N/A	N/A	N/A	N/A
05-06-02-303-001-0000	RESIDENTIAL	908 ADDLEMAN ST	JOLIET	60431	09/01/1995	$155,886	10.2841 (2016)	14,200	0	0	62,650	0	76,850	0	N/A	2	2-STY+1	1	2406 Sq. Feet	YES	2406 Sq. Feet	YES	1995	YES	PRT SLAB, 286 Sq. Feet	NO	ATTACHED, 462 Sq. Feet	118	N/A	N/A	N/A	N/A	N/A
05-06-02-303-002-0000	RESIDENTIAL	906 ADDLEMAN ST	JOLIET	60431	11/29/1994	$107,405	10.2841 (2016)	14,200	0	0	47,250	0	61,450	0	N/A	2	SPLIT LV	0	1768 Sq. Feet	YES	1768 Sq. Feet	NO	1994	NO	PRT CRAWL, 1120 Sq. Feet	NO	ATTACHED, 480 Sq. Feet	119	N/A	N/A	N/A	N/A	N/A
05-06-02-303-003-0000	RESIDENTIAL	904 ADDLEMAN ST	JOLIET	60431	10/01/2001	$173,000	10.2841 (2016)	14,200	0	0	53,450	0	67,650	0	N/A	1	2-STY+1	1	1746 Sq. Feet	YES	1746 Sq. Feet	NO	1994	YES	PRT SLAB, 418 Sq. Feet	NO	ATTACHED, 528 Sq. Feet	120	N/A	N/A	N/A	N/A	N/A
05-06-02-303-005-0000	RESIDENTIAL	818 ADDLEMAN ST	JOLIET	60431	05/18/1994	$134,719	10.2841 (2016)	14,200	0	0	58,850	0	73,050	0	N/A	2	2-STY+1	0	1886 Sq. Feet	YES	1886 Sq. Feet	NO	1993	YES	FULL	NO	ATTACHED, 498 Sq. Feet	122	N/A	N/A	N/A	N/A	N/A
05-06-02-212-004-0000	RESIDENTIAL	1240 ALBERT DOTTAVIO DR	JOLIET	60431	05/02/1988	$69,500	10.2841 (2016)	9,450	0	0	36,800	0	46,250	0	N/A	1	1-STY	0	1196 Sq. Feet	YES	1196 Sq. Feet	NO	1981	NO	SLAB, 1196 Sq. Feet	NO	DETACHED, 576 Sq. Feet	4	N/A	N/A	N/A	N/A	N/A
05-06-02-302-001-0000	RESIDENTIAL	805 ADDLEMAN ST	JOLIET	60431	N/A	N/A	10.2841 (2016)	13,350	0	0	45,350	0	58,700	0	N/A	1	1.5-STY	1	1491 Sq. Feet	YES	1491 Sq. Feet	NO	1994	NO	FULL	NO	ATTACHED, 432 Sq. Feet	3	N/A	N/A	N/A	N/A	N/A
05-06-02-303-004-0000	RESIDENTIAL	902 ADDLEMAN ST	JOLIET	60431	06/30/1994	$135,208	10.2841 (2016)	14,200	0	0	53,850	0	68,050	0	N/A	1	2-STY+1	1	1746 Sq. Feet	YES	1746 Sq. Feet	YES	1993	YES	PRT SLAB, 418 Sq. Feet	NO	ATTACHED, 528 Sq. Feet	121	N/A	N/A	N/A	N/A	N/A
05-06-02-301-003-0000	RESIDENTIAL	909 ADDLEMAN ST	JOLIET	60431	04/01/1999	$134,900	10.2841 (2016)	13,350	0	0	43,600	0	56,950	0	N/A	2	1.5-STY	0	1491 Sq. Feet	YES	1491 Sq. Feet	NO	1994	NO	FULL	NO	ATTACHED, 432 Sq. Feet	25	N/A	N/A	N/A	N/A	N/A
05-06-02-211-012-0000	RESIDENTIAL	1207 ALBERT DOTTAVIO DR	JOLIET	60431	08/01/2003	$159,000	10.2841 (2016)	9,450	0	0	39,050	0	48,500	0	N/A	1	1-STY	0	1196 Sq. Feet	YES	1196 Sq. Feet	YES	1981	NO	SLAB, 1196 Sq. Feet	NO	DETACHED, 864 Sq. Feet	15	N/A	N/A	N/A	N/A	N/A
05-06-02-212-001-0000	RESIDENTIAL	1270 ALBERT DOTTAVIO DR	JOLIET	60431	08/18/1992	$95,000	10.2841 (2016)	9,450	0	0	39,943	0	49,393	0	N/A	1	SPLIT LV	0	2368 Sq. Feet	YES	2368 Sq. Feet	NO	1981	NO	FULL, 1184 Sq. Feet	NO	NONE	1	N/A	N/A	N/A	N/A	N/A
05-06-02-303-006-0000	RESIDENTIAL	816 ADDLEMAN ST	JOLIET	60431	11/01/2011	$121,000	10.2841 (2016)	14,200	0	0	43,750	0	57,950	0	N/A	2	1.5-STY	0	1491 Sq. Feet	YES	1491 Sq. Feet	NO	1994	NO	FULL	NO	ATTACHED, 432 Sq. Feet	123	N/A	N/A	N/A	N/A	N/A
05-06-02-303-007-0000	RESIDENTIAL	814 ADDLEMAN ST	JOLIET	60431	05/01/2015	$82,000	10.2841 (2016)	14,200	0	0	51,250	0	65,450	0	N/A	1	SPLIT LV+1	1	1777 Sq. Feet	YES	1777 Sq. Feet	YES	1994	NO	FULL, 657 Sq. Feet	NO	ATTACHED, 396 Sq. Feet	124	N/A	N/A	N/A	N/A	N/A
05-06-02-212-002-0000	RESIDENTIAL	1260 ALBERT DOTTAVIO DR	JOLIET	60431	04/20/1993	$97,000	10.2841 (2016)	9,450	0	0	40,500	0	49,950	0	N/A	1	1-STY	0	1232 Sq. Feet	YES	1232 Sq. Feet	YES	1982	NO	SLAB, 1232 Sq. Feet	NO	ATTACHED, 529 Sq. Feet	2	N/A	N/A	N/A	N/A	N/A
05-06-02-303-014-0000	RESIDENTIAL	1000 ADDLEMAN ST	JOLIET	60431	03/01/2013	$165,000	10.2841 (2016)	14,200	0	0	55,900	0	70,100	0	N/A	1	2-STY+1	1	1746 Sq. Feet	YES	1746 Sq. Feet	YES	1997	YES	CRAWL, 999 Sq. Feet	NO	ATTACHED, 528 Sq. Feet	112	N/A	N/A	N/A	N/A	N/A
05-06-02-303-015-0000	RESIDENTIAL	1002 ADDLEMAN ST	JOLIET	60431	01/01/1996	$119,740	10.2841 (2016)	14,200	0	0	41,900	0	56,100	0	N/A	1	2-STY	1	1386 Sq. Feet	YES	1386 Sq. Feet	NO	1996	NO	FULL	NO	ATTACHED, 484 Sq. Feet	111	N/A	N/A	N/A	N/A	N/A
05-06-02-303-016-0000	RESIDENTIAL	1004 ADDLEMAN ST	JOLIET	60431	07/01/2016	$189,000	10.2841 (2016)	14,200	0	0	46,650	0	60,850	0	N/A	1	1.5-STY	1	1491 Sq. Feet	YES	1491 Sq. Feet	NO	1996	YES	FULL	NO	ATTACHED, 512 Sq. Feet	110	N/A	N/A	N/A	N/A	N/A
05-06-02-303-017-0000	RESIDENTIAL	918 ADDLEMAN ST	JOLIET	60431	12/01/2002	$159,480	10.2841 (2016)	14,200	0	0	42,700	0	56,900	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	NO	1996	YES	CRAWL, 768 Sq. Feet	NO	ATTACHED, 480 Sq. Feet	113	N/A	N/A	N/A	N/A	N/A
05-06-02-303-018-0000	RESIDENTIAL	916 ADDLEMAN ST	JOLIET	60431	05/01/2011	$175,000	10.2841 (2016)	14,200	0	0	48,900	0	63,100	0	N/A	1	2-STY+1	1	1577 Sq. Feet	YES	1577 Sq. Feet	NO	1996	NO	PRT SLAB, 396 Sq. Feet	NO	ATTACHED, 484 Sq. Feet	114	N/A	N/A	N/A	N/A	N/A
05-06-02-303-019-0000	RESIDENTIAL	914 ADDLEMAN ST	JOLIET	60431	09/01/1998	$147,500	10.2841 (2016)	14,200	0	0	50,200	0	64,400	0	N/A	1	2-STY+1	1	1577 Sq. Feet	YES	1577 Sq. Feet	YES	1996	NO	PRT SLAB, 396 Sq. Feet	NO	ATTACHED, 484 Sq. Feet	115	N/A	N/A	N/A	N/A	N/A
05-06-02-303-020-0000	RESIDENTIAL	912 ADDLEMAN ST	JOLIET	60431	04/01/1996	$111,260	10.2841 (2016)	14,200	0	0	41,450	0	55,650	0	N/A	1	2-STY	1	1386 Sq. Feet	YES	1386 Sq. Feet	NO	1996	NO	FULL	NO	ATTACHED, 484 Sq. Feet	116	N/A	N/A	N/A	N/A	N/A
05-06-02-305-004-0000	RESIDENTIAL	1109 ADDLEMAN ST	JOLIET	60431	10/01/1996	$129,663	10.2841 (2016)	13,350	0	0	43,950	0	57,300	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	NO	1996	YES	FULL	NO	ATTACHED, 460 Sq. Feet	139	N/A	N/A	N/A	N/A	N/A
05-06-02-305-005-0000	RESIDENTIAL	1107 ADDLEMAN ST	JOLIET	60431	04/01/1996	$127,550	10.2841 (2016)	13,350	0	0	46,400	0	59,750	0	N/A	1	2-STY	1	1536 Sq. Feet	YES	1536 Sq. Feet	YES	1996	YES	FULL	NO	ATTACHED, 480 Sq. Feet	138	N/A	N/A	N/A	N/A	N/A
05-06-02-305-006-0000	RESIDENTIAL	1105 ADDLEMAN ST	JOLIET	60431	05/01/2016	$183,500	10.2841 (2016)	13,350	0	0	49,400	0	62,750	0	N/A	1	2-STY+1	1	1577 Sq. Feet	YES	1577 Sq. Feet	NO	1996	NO	PRT CRAWL, 396 Sq. Feet	NO	ATTACHED, 484 Sq. Feet	137	N/A	N/A	N/A	N/A	N/A
05-06-02-303-013-0000	RESIDENTIAL	802 ADDLEMAN ST	JOLIET	60431	04/01/1997	$163,505	10.2841 (2016)	14,200	0	0	64,550	0	78,750	0	N/A	2	2-STY+1	1	2341 Sq. Feet	YES	2341 Sq. Feet	YES	1997	YES	PRT SLAB, 227 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	130	N/A	N/A	N/A	N/A	N/A
